symbol,name,exchange,sector,industry,marketCap,country
G1LW34.SA,CORNING INC DRN,SAO,,,846006976512.0,US
6976.T,TAIYO YUDEN CO LTD,JPX,,,845592002560.0,US
INFYN.MX,INFOSYS LTD,MEX,,,845541277696.0,US
W1DC34.SA,WESTERN DIG DRN,SAO,,,840217853952.0,US
032190.KQ,DAOU DATA,KOE,,,838770032640.0,US
AEL.JO,Altron Limited A,JNB,,,8238397952.0,US
MU,"Micron Technology, Inc.",NMS,,,817223696384.0,US
077360.KQ,DSHM,KOE,,,805598003200.0,US
0R2T.IL,MICRON TECHNOLOGY INC MICRON TE,IOB,,,804306944000.0,US
D1EL34.SA,DELL TECHNOLDRN,SAO,,,802983116800.0,US
SGEL.XC,Sage Group PLC/The,CXE,,,8008670720.0,US
6724.T,SEIKO EPSON CORP,JPX,,,797224534016.0,US
MAW.L,MARUWA CO. LTD JPY50,LSE,,,796169469952.0,US
1810.HK,XIAOMI-W,HKG,,,792725684224.0,US
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,LSE,,,7845415936.0,US
OFSS.NS,ORACLE FIN SERV SOFT LTD.,NSI,,,784867983360.0,US
OFSS.BO,ORACLE FINANCIAL SERVICES SOFT,BSE,,,784171466752.0,US
MTRX.TA,MATRIX IT LTD,TLV,,,7828546048.0,US
A1PH34.SA,AMPHENOL CORDRN,SAO,,,782625931264.0,US
6806.T,HIROSE ELECTRIC CO,JPX,,,782530510848.0,US
ON.MX,ON SEMICONDUCTOR CORP,MEX,,,773963317248.0,US
U1BE34.SA,UBER TECH INDRN,SAO,,,778738728960.0,US
AREA.JK,Dunia Virtual Online Tbk.,JKT,,,777117892608.0,US
6965.T,HAMAMATSU PHOTONICS,JPX,,,770885222400.0,US
HY9H.F,SK Hynix Inc.                 R,FRA,,,766643273728.0,US
082270.KQ,GemVax,KOE,,,764944121856.0,US
171090.KQ,SUNIC SYSTEM,KOE,,,760240930816.0,US
HPE.MX,HEWLETT PACKARD ENTERPRISE CO,MEX,,,801565835264.0,US
688256.SS,CAMBRICON TECHNOLOGIES CORPORAT,SHH,,,759606214656.0,US
PERSISTENT.BO,PERSISTENT SYSTEMS LTD.,BSE,,,735470944256.0,US
003160.KS,DI,KSC,,,753185456128.0,US
053610.KQ,PROTEC,KOE,,,745200025600.0,US
PERSISTENT.NS,PERSISTENT SYSTEMS LTD,NSI,,,734613995520.0,US
3626.T,TIS INC.,JPX,,,730906492928.0,US
XYZ.MX,BLOCK INC,MEX,,,730882244608.0,US
NOKIA-SEK.ST,Nokia Corporation,STO,,,729079021568.0,US
PWR.JO,PowerFleet Inc,JNB,,,7243953152.0,US
PAYTM.BO,One 97 Communications Limited,BSE,,,724203798528.0,US
PAYTM.NS,ONE 97 COMMUNICATIONS LTD,NSI,,,724171751424.0,US
SWKS.BA,SKYWORKS SOLUTIONS INC CEDEAR E,BUE,,,722324684800.0,US
033640.KQ,NEPES,KOE,,,720600039424.0,US
4704.T,TREND MICRO INC,JPX,,,718521761792.0,US
1MU.MI,MICRON TECHNOLOGY,MIL,,,717126107136.0,US
MTE.DE,MICRON TECHNOLOGY INC.        R,GER,,,716674957312.0,US
MU.VI,MICRON TECHNOLOGY INC,VIE,,,716111085568.0,US
ERICN.MX,ERICSSON(L.M.)(TELEFONAKTIEBOLA,MEX,,,714786406400.0,US
399720.KQ,GAONCHIPS,KOE,,,714585866240.0,US
ORAC.NE,ORACLE CDR (CAD HEDGED),NEO,,,764238233600.0,US
SAP.WA,SAP,WSE,,,712911552512.0,US
SSFO34.SA,SALESFOR INCDRN,SAO,,,709628919808.0,US
0QZD.IL,ADVANCED MICRO DEVICES INC ADVA,IOB,,,709114724352.0,US
MTE.F,MICRON TECHNOLOGY INC.        R,FRA,,,708104224768.0,US
MU.SW,MICRON TECH,EBS,,,707348594688.0,US
688041.SS,HYGON INFORMATION TECHNOLOGY CO,SHH,,,704297762816.0,US
037460.KQ,SAMJI ELECT,KOE,,,703416696832.0,US
059090.KQ,MiCo,KOE,,,700788113408.0,US
092190.KQ,SEOUL VIOSYS,KOE,,,696962711552.0,US
NYAX.TA,NAYAX LTD,TLV,,,6963547136.0,US
036810.KQ,FINE SEMITECH,KOE,,,696334286848.0,US
ALAB.MX,ASTERA LABS INC,MEX,,,694202138624.0,US
AMD,"Advanced Micro Devices, Inc.",NMS,,,691537707008.0,US
GFSN.MX,GLOBALFOUNDRIES INC,MEX,,,688811081728.0,US
SSUN.F,SAMSUNG ELECTRONICS CO. LTD.  R,FRA,,,684235882496.0,US
SSUN.VI,SAMSUNG ELECTRO-REGS GDR PFD,VIE,,,684235882496.0,US
LSK.JO,Lesaka Technologies Inc,JNB,,,6824603136.0,US
024850.KQ,HLB innoVation,KOE,,,678880739328.0,US
060250.KQ,NHN KCP,KOE,,,676630691840.0,US
AXIO.JK,Tera Data Indonusa Tbk.,JKT,,,671614566400.0,US
SNEC34.SA,SONY GROUP  DRN,SAO,,,671392071680.0,US
7729.T,TOKYO SEIMITSU CO,JPX,,,670304174080.0,US
001820.KS,SamwhaCapacitor,KSC,,,669017178112.0,US
252990.KQ,SEMCNS,KOE,,,668677373952.0,US
DIXON.NS,DIXON TECHNO (INDIA) LTD,NSI,,,666268794880.0,US
DIXON.BO,Dixon Technologies (India) Lim,BSE,,,666235437056.0,US
368770.KQ,FIBERPRO,KOE,,,654876868608.0,US
JBL.MX,JABIL INC,MEX,,,654432796672.0,US
425420.KQ,TFE,KOE,,,653668777984.0,US
348210.KQ,NEXTIN,KOE,,,653591052288.0,US
2368.TW,GOLD CIRCUIT ELECTRONICS CO,TAI,,,651937579008.0,US
5274.TWO,ASPEED TECHNOLOGY INC,TWO,,,650017177600.0,US
3443.TW,GLOBAL UNICHIP CORP.,TAI,,,649283305472.0,US
6323.T,RORZE CORP,JPX,,,648461287424.0,US
089890.KQ,KOSES,KOE,,,647621836800.0,US
268A.T,RIGAKU HOLDINGS CORPORATION,JPX,,,646550126592.0,US
S2HO34.SA,SHOPIFY INC DRN,SAO,,,646232276992.0,US
4980.T,DEXERIALS CORPORATION,JPX,,,644746575872.0,US
ROP.MX,ROPER TECHNOLOGIES INC,MEX,,,,US
376300.KQ,DEARU,KOE,,,638563123200.0,US
AMDD.XC,Advanced Micro Devices Inc,CXE,,,637362700288.0,US
2327.T,NS SOLUTIONS CORPORATION,JPX,,,636043395072.0,US
008060.KS,DAEDUCK,KSC,,,634097696768.0,US
486990.KQ,Nota,KOE,,,632740184064.0,US
253590.KQ,Neosem,KOE,,,626861211648.0,US
DOCU.BA,DOCUSIGN INC CEDEAR EACH 22 REP,BUE,,,621732429824.0,US
PLTR.NE,PALANTIR CDR (CAD HEDGED),NEO,,,441096437760.0,US
214430.KQ,i3system,KOE,,,612602740736.0,US
AMD.VI,ADVANCED MICRO DEVICES INC,VIE,,,611149086720.0,US
AMD.DE,ADVANCED MICRO DEVICES INC.   R,GER,,,610659926016.0,US
1AMD.MI,ADVANCED MICRO DEVICES,MIL,,,610170765312.0,US
300502.SZ,EOPTOLINK TECHNOLOGY INC LTD,SHZ,,,606395367424.0,US
FORTY.TA,FORMULA SYST(1985),TLV,,,6041071104.0,US
0M42.L,ASML HOLDING NV ASML HOLDING AD,LSE,,,600248745984.0,US
007815.KS,KorCirc(1P),KSC,,,598989864960.0,US
AMD.F,ADVANCED MICRO DEVICES INC.   R,FRA,,,595169181696.0,US
033160.KQ,MKElectron,KOE,,,594699747328.0,US
6871.T,MICRONICS JAPAN CO,JPX,,,593092673536.0,US
254490.KQ,MIRAI,KOE,,,591957983232.0,US
053800.KQ,AHNLAB,KOE,,,591480029184.0,US
ZPLT.NE,PALANTIR (PLTR) BMO CDR (CAD HE,NEO,,,465285414912.0,US
8299.TWO,PHISON ELECTRONICS CORP,TWO,,,585877880832.0,US
AMD.SW,ADV MICRO DEVICE,EBS,,,584782315520.0,US
ZAMD.NE,ADVANCED MICRO DEVICES (AMD) BM,NEO,,,1003479302144.0,US
2344.TW,WINBOND ELECTRONIC CORP,TAI,,,582750044160.0,US
INTC.SN,INTEL CORP,SGO,,,582010798080.0,US
ASMLF,ASML Holding N.V.,PNK,,,581209817088.0,US
200710.KQ,ADTechnology,KOE,,,581015633920.0,US
PMUI.JK,Prima Multi Usaha Indonesia Tbk,JKT,,,580000022528.0,US
ASML,ASML Holding N.V. - New York Re,NMS,,,578824110080.0,US
3132.T,MACNICA HOLDINGS INC,JPX,,,578722856960.0,US
6223.TWO,MPI CORPORATION,TWO,,,577599832064.0,US
272290.KQ,INNOX Advanced Materials,KOE,,,575934627840.0,US
AMD0.F,Advanced Micro Devices Inc.   R,FRA,,,574743773184.0,US
332570.KQ,PS Electronics,KOE,,,573617995776.0,US
Q1.MX,QNITY ELECTRONICS INC.,MEX,,,571077361664.0,US
0981.HK,SMIC,HKG,,,570133839872.0,US
089010.KQ,CHEMTRON,KOE,,,568759877632.0,US
290550.KQ,DKT,KOE,,,567034839040.0,US
CRDON.MX,CREDO TECHNOLOGY GROUP HOLDING ,MEX,,,568073846784.0,US
330860.KQ,Nepes Ark,KOE,,,554983227392.0,US
ORCL,Oracle Corporation,NYQ,,,554933092352.0,US
UBER.WA,UBER,WSE,,,553682927616.0,US
INTU34.SA,INTUIT INC  DRN,SAO,,,559306768384.0,US
3769.T,GMO PAYMENT GATEWAY INC,JPX,,,551759577088.0,US
COFORGE.BO,COFORGE LIMITED,BSE,,,551452082176.0,US
COFORGE.NS,COFORGE LIMITED,NSI,,,550850592768.0,US
0R1Z.L,ORACLE CORP ORACLE ORD,LSE,,,552049639424.0,US
6809.HK,MONTAGE TECH,HKG,,,548278960128.0,US
INTC,Intel Corporation,NMS,,,546677981184.0,US
6754.T,ANRITSU CORP,JPX,,,542557667328.0,US
002475.SZ,LUXSHARE PRECISION INDUSTRY CO ,SHZ,,,539163000832.0,US
017900.KS,AUK,KSC,,,538892271616.0,US
00781K.KS,KOR CIRC(2PB),KSC,,,537981648896.0,US
ASML.NE,ASML CDR (CAD HEDGED),NEO,,,823019438080.0,US
NVDA01.BK,NVDA01_DR NVDA#BLS,SET,,,532851523584.0,US
042000.KQ,Cafe24 Corp.,KOE,,,525875150848.0,US
GLVA.JK,Galva Technologies Tbk.,JKT,,,525000015872.0,US
ACNB34.SA,ACCENTURE   DRN,SAO,,,522462298112.0,US
389500.KQ,SBB TECH,KOE,,,520286175232.0,US
0QB8.IL,ASML HOLDING NV ASML HOLDING OR,IOB,,,519812644864.0,US
INLD.XC,Intel Corp,CXE,,,519272890368.0,US
5214.T,NIPPON ELECTRIC GLASS,JPX,,,516081516544.0,US
3653.TW,JENTECH PRECISION INDUSTRIAL CO,TAI,,,508429139968.0,US
8046.TW,NAN YA PRINTED CIRCUIT BOARD CO,TAI,,,507886075904.0,US
ASMLA.XC,ASML Holding NV,CXE,,,507705065472.0,US
ZM.MX,ZOOM COMMUNICATIONS INC,MEX,,,507164688384.0,US
1ASML.MI,ASML,MIL,,,505976324096.0,US
WDAY.MX,WORKDAY INC,MEX,,,505613254656.0,US
ADBE34.SA,ADOBE INC   DRN,SAO,,,505452101632.0,US
ASMN.VI,ASML HOLDING NV-NY REG SHS,VIE,,,504897142784.0,US
ASML.AS,ASML HOLDING,AMS,,,503586717696.0,US
ASME.DE,ASML Holding N.V.             A,GER,,,503432544256.0,US
403550.KS,SOCAR,KSC,,,502481092608.0,US
ASME.F,ASML Holding N.V.             A,FRA,,,501042970624.0,US
ASML.VI,ASML HOLDING NV,VIE,,,500811726848.0,US
TWLO.MX,TWILIO INC,MEX,,,500550172672.0,US
ASMF.F,ASML Holding N.V.             A,FRA,,,497188798464.0,US
317330.KQ,Duksan Techopia,KOE,,,496371433472.0,US
078350.KQ,HANYANG DIGI,KOE,,,491442831360.0,US
N1OW34.SA,SERVICENOW  DRN,SAO,,,489871310848.0,US
P.MX,,MEX,,,,US
S1NP34.SA,SYNOPSYS INCDRN,SAO,,,489257664512.0,US
C1DN34.SA,CADENCE DESIDRN,SAO,,,487565459456.0,US
FISV.MX,FISERV INC,MEX,,,487394148352.0,US
036620.KQ,GAMSUNG Corp.,KOE,,,487156809728.0,US
ORC.F,ORACLE CORP.                  R,FRA,,,481910259712.0,US
ASM.F,ASML Holding N.V.             R,FRA,,,481156792320.0,US
ORCL.VI,ORACLE CORP,VIE,,,480932429824.0,US
0R24.L,INTEL CORP INTEL CORPORATION OR,LSE,,,482030911488.0,US
1ORCL.MI,ORACLE,MIL,,,480587317248.0,US
ORC.DE,ORACLE CORP.                  R,GER,,,480394772480.0,US
2357.TW,ASUSTEK COMPUTER INC,TAI,,,476109307904.0,US
025320.KQ,Synopex,KOE,,,472499224576.0,US
INL.F,INTEL CORP.                   R,FRA,,,472293212160.0,US
INL.DE,INTEL CORP.                   R,GER,,,471187488768.0,US
1INTC.MI,INTEL,MIL,,,470584360960.0,US
INTC.VI,INTEL CORP,VIE,,,470534127616.0,US
0R0K.L,CISCO SYSTEMS INC CISCO SYSTEMS,LSE,,,468029112320.0,US
CSCO,"Cisco Systems, Inc.",NMS,,,466916868096.0,US
356680.KQ,AXGATE,KOE,,,466806145024.0,US
2301.TW,LITE-ON TECHNOLOGY CORP,TAI,,,464168386560.0,US
UVCR.JK,Trimegah Karya Pratama Tbk.,JKT,,,464033611776.0,US
2513.HK,KNOWLEDGE ATLAS,HKG,,,463676833792.0,US
FNN.MX,FABRINET,MEX,,,460375982080.0,US
030520.KQ,HANCOM,KOE,,,459380457472.0,US
ASML.SW,"ASML HOLDING    EO -,09",EBS,,,458647011328.0,US
101160.KQ,Worldex,KOE,,,458180067328.0,US
F1TN34.SA,FORTINET INCDRN,SAO,,,454989316096.0,US
4733.T,OBIC BUSINESS CONSULTANT,JPX,,,454593544192.0,US
110990.KQ,DIT,KOE,,,453721522176.0,US
455900.KQ,ANGEL,KOE,,,451698130944.0,US
ZS.MX,ZSCALER INC,MEX,,,451275194368.0,US
INL0.F,Intel Corp.                   R,FRA,,,451067379712.0,US
3008.TW,LARGAN PRECISION CO,TAI,,,450599813120.0,US
HLAN.TA,HILAN LTD,TLV,,,4475425792.0,US
TSMWF,TAIWAN SEMICONDUCTOR MANUFACTUR,PNK,,,447072862208.0,US
039440.KQ,STI,KOE,,,445058809856.0,US
064260.KQ,DANAL,KOE,,,444841361408.0,US
ONE.TA,ONE SOFTWARE TECHN,TLV,,,4442595328.0,US
ASTS.MX,AST SPACEMOBILE INC,MEX,,,575976898560.0,US
6890.T,FERROTEC CORPORATION,JPX,,,443090763776.0,US
PREMIERENE.NS,PREMIER ENERGIES LIMITED,NSI,,,442992656384.0,US
PREMIERENE.BO,Premier Energies Limited,BSE,,,442879836160.0,US
8056.T,BIPROGY INC,JPX,,,442707804160.0,US
SAPS.NE,SAP CDR (CAD HEDGED),NEO,,,265807331328.0,US
00806K.KS,DAEDUCK(1P),KSC,,,439172595712.0,US
394280.KQ,Openedges Technology,KOE,,,438557376512.0,US
144960.KQ,NPP,KOE,,,435007193088.0,US
FSLR.MX,FIRST SOLAR INC,MEX,,,432607232000.0,US
ADPR34.SA,AUTOMATIC DTDRN,SAO,,,431713026048.0,US
INTC.SW,INTEL CORP,EBS,,,431180546048.0,US
3231.TW,WISTRON CORPORATION,TAI,,,430945828864.0,US
6770.T,ALPS ALPINE CO LTD,JPX,,,430422818816.0,US
002371.SZ,NAURA TECHNOLOGY GROUP CO LTD,SHZ,,,429100924928.0,US
4958.TW,ZHEN DING TECHNOLOGY HOLDING LT,TAI,,,428969197568.0,US
SSNLF,SAMSUNG ELECTRONICS CO,PNK,,,428205604864.0,US
079370.KQ,ZEUS,KOE,,,428180471808.0,US
CCC.L,COMPUTACENTER PLC ORD 7 5/9P,LSE,,,4271409152.0,US
0O87.IL,TELEFONAKTIEBOLAGET LM ERICSSON,IOB,,,426806509568.0,US
FICO1.MX,FAIR ISAAC CORP,MEX,,,426712662016.0,US
452430.KQ,SAPIEN,KOE,,,426460020736.0,US
192650.KS,DREAMTECH,KSC,,,426251288576.0,US
CCCL.XC,Computacenter PLC,CXE,,,4241271808.0,US
234340.KQ,Hecto Financial,KOE,,,419970056192.0,US
079940.KQ,GABIA,KOE,,,419731668992.0,US
429A.T,TEKSCEND PHOTOMASK CORP.,JPX,,,419169206272.0,US
AAPL01.BK,AAPL01_DR AAPL#BLS,SET,,,418589638656.0,US
482630.KQ,SAMYANG NC Chem,KOE,,,418066137088.0,US
114810.KQ,Hansol IONES,KOE,,,417374076928.0,US
004710.KS,HansolTechnics,KSC,,,416910442496.0,US
029460.KS,KC,KSC,,,415785091072.0,US
MDB.MX,MONGODB INC,MEX,,,435435143168.0,US
105840.KS,WOOJIN,KSC,,,413525966848.0,US
4812.T,DENTSU SOKEN INC,JPX,,,413388537856.0,US
138080.KQ,OE Solutions,KOE,,,412638052352.0,US
230240.KQ,HFR,KOE,,,410866548736.0,US
012030.KS,DB,KSC,,,405939879936.0,US
CIS.F,CISCO SYSTEMS INC.            R,FRA,,,404587544576.0,US
ELIT.JK,Data Sinergitama Jaya Tbk.,JKT,,,402770362368.0,US
160980.KQ,CYMECHS,KOE,,,400373514240.0,US
2395.TW,ADVANTECH CO LTD,TAI,,,398962720768.0,US
MPHASIS.NS,MPHASIS LIMITED,NSI,,,397510082560.0,US
MPHASIS.BO,MPHASIS LTD.,BSE,,,397376520192.0,US
CSCO.VI,CISCO SYSTEMS INC,VIE,,,397201244160.0,US
1CSCO.MI,CISCO SYSTEMS,MIL,,,397122273280.0,US
CIS.DE,CISCO SYSTEMS INC.            R,GER,,,396964265984.0,US
ERICBS.XC,Telefonaktiebolaget LM Ericsson,CXE,,,395675926528.0,US
NOKI34.SA,NOKIA CORP  DRN,SAO,,,395075911680.0,US
CTSH.MX,COGNIZANT TECHNOLOGY SOLUTIONS ,MEX,,,394954997760.0,US
ERIC-A.ST,"Ericsson, Telefonab. L M ser. A",STO,,,393631236096.0,US
265520.KQ,AP Systems,KOE,,,393179201536.0,US
ERIC-B.ST,"Ericsson, Telefonab. L M ser. B",STO,,,392467611648.0,US
6753.T,SHARP CORP,JPX,,,392116338688.0,US
241770.KQ,MECARO,KOE,,,390812893184.0,US
MU.NE,MICRON CDR (CAD HEDGED),NEO,,,223959465984.0,US
IBM.NE,IBM CDR (CAD HEDGED),NEO,,,280183046144.0,US
097520.KS,MCNEX,KSC,,,383766396928.0,US
080580.KQ,OKins,KOE,,,382686298112.0,US
3986.HK,GIGADEVICE,HKG,,,381399728128.0,US
6952.T,CASIO COMPUTER CO,JPX,,,380882026496.0,US
187870.KQ,DEVICE,KOE,,,378419937280.0,US
3661.TW,ALCHIP TECHNOLOGIES LIMITD,TAI,,,378036944896.0,US
117730.KQ,T-ROBOTICS,KOE,,,377519996928.0,US
036170.KQ,HMNEX,KOE,,,377307136000.0,US
CIS0.F,Cisco Systems Inc.            R,FRA,,,377557778432.0,US
6274.TWO,TAIWAN UNION TECHNOLOGY CORPORA,TWO,,,376753487872.0,US
D1DG34.SA,DATADOG INC DRN,SAO,,,375466819584.0,US
FIS.MX,FIDELITY NATL INFORMATION SERVI,MEX,,,374737371136.0,US
298830.KQ,Suresoft,KOE,,,374226649088.0,US
N1XP34.SA,NXP SEMICONDDRN,SAO,,,373010857984.0,US
002384.SZ,SUZHOU DONGSHAN PRECISION MANUF,SHZ,,,372457406464.0,US
SCNP.JK,Selaras Citra Nusantara Perkasa,JKT,,,371534102528.0,US
4S00.F,ServiceNow Inc.               R,FRA,,,371058212864.0,US
CCSI.JK,Communication Cable Systems Ind,JKT,,,370666668032.0,US
LTTS.NS,L&T TECHNOLOGY SER. LTD.,NSI,,,370488967168.0,US
475400.KQ,CMES Robotics,KOE,,,370408620032.0,US
LTTS.BO,L&T Technology Services Limite,BSE,,,369996038144.0,US
SMSN.IL,SAMSUNG ELECTRONICS CO LTD (ATT,IOB,,,,US
355150.KQ,KOSTECSYS,KOE,,,366625423360.0,US
219130.KQ,TigerElec,KOE,,,366228832256.0,US
2449.TW,KING YUAN ELECTRONICS CO,TAI,,,366212120576.0,US
0R1A.IL,APPLIED MATERIALS INC APPLIED M,IOB,,,365983629312.0,US
086390.KQ,UniTest,KOE,,,365787348992.0,US
417840.KQ,Justem,KOE,,,364636667904.0,US
RSW.L,RENISHAW PLC ORD 20P,LSE,,,3625102592.0,US
SMSD.IL,SAMSUNG ELECTRONICS CO LTD (ATT,IOB,,,,US
RSWL.XC,Renishaw PLC,CXE,,,3615646976.0,US
092870.KQ,EXICON,KOE,,,361319628800.0,US
179900.KQ,UTI,KOE,,,360301035520.0,US
091700.KQ,PARTRON,KOE,,,357753815040.0,US
SSU.SG,Samsung Electronics Co. Ltd. (G,STU,,,,US
092460.KQ,HANLA IMS,KOE,,,357592301568.0,US
TRON.JK,Teknologi Karya Digital Nusa Tb,JKT,,,357110743040.0,US
094360.KQ,C&M,KOE,,,356404002816.0,US
LRCX,Lam Research Corporation,NMS,,,356062593024.0,US
089980.KQ,SFTC,KOE,,,355464380416.0,US
CRM.NE,SALESFORCE CDR (CAD HEDGED),NEO,,,229950734336.0,US
6515.TW,WINWAY TECHNOLOGY CO LTD,TAI,,,352452018176.0,US
6777.T,SANTEC HOLDINGS CORPORATION,JPX,,,349872979968.0,US
073490.KQ,LIG Accuver,KOE,,,349776904192.0,US
200470.KQ,APACT,KOE,,,348631269376.0,US
FSLR.BA,FIRST SOLAR INC CEDEAR EACH REP,BUE,,,346716176384.0,US
AMAT,"Applied Materials, Inc.",NMS,,,346505936896.0,US
GILT.TA,GILAT SATELLITE NE,TLV,,,3459588096.0,US
PRTC.TA,PRIORTECH,TLV,,,3442338048.0,US
046970.KQ,WOORIRO,KOE,,,343721312256.0,US
065680.KQ,UJU,KOE,,,343242702848.0,US
3036.TW,WT MICROELECTRONICS CO LTD,TAI,,,343674191872.0,US
078150.KQ,HB Technology,KOE,,,339868909568.0,US
6488.TWO,GLOBALWAFERS CO LTD,TWO,,,339460751360.0,US
6590.T,SHIBAURA MECHATRONICS CO,JPX,,,338697224192.0,US
6951.T,JEOL LTD,JPX,,,338571034624.0,US
CSCO.NE,CISCO CDR (CAD HEDGED),NEO,,,647382761472.0,US
418420.KQ,RAONTECH,KOE,,,336804118528.0,US
JATI.JK,Informasi Teknologi Indonesia T,JKT,,,336039575552.0,US
286940.KS,LOTTE INNOVATE,KSC,,,335871934464.0,US
300476.SZ,VICTORY GIANT TECHNOLOGY (HUIZH,SHZ,,,334363066368.0,US
2476.HK,VGT,HKG,,,334146830336.0,US
M1SI34.SA,MOTOROLA SOLDRN,SAO,,,333319143424.0,US
5347.TWO,VANGUARD INTERNATIONAL SEMICOND,TWO,,,329594765312.0,US
QLTU.TA,QUALITAU,TLV,,,3295042048.0,US
064290.KQ,INTEKPLUS,KOE,,,328848998400.0,US
IOTF.JK,Sumber Sinergi Makmur Tbk.,JKT,,,327998472192.0,US
HPQ.MX,HP INCORPORATION,MEX,,,326174310400.0,US
SMCI.MX,SUPER MICRO COMPUTER INC,MEX,,,324164583424.0,US
036200.KQ,UNISEM,KOE,,,322105769984.0,US
PLTR,Palantir Technologies Inc.,NMS,,,321215856640.0,US
GPSO.JK,Geoprima Solusi Tbk.,JKT,,,318702256128.0,US
069540.KQ,LIGHTRON,KOE,,,314294042624.0,US
AMKR.MX,AMKOR TECHNOLOGY INC,MEX,,,313806585856.0,US
2337.TW,MACRONIX INTERNATIONAL,TAI,,,313482969088.0,US
688795.SS,MOORE THREADS TECH CO LTD,SHH,,,312267931648.0,US
300394.SZ,SUZHOU TFC OPTICAL COMMUN CO LT,SHZ,,,311656513536.0,US
LAR0.F,Lam Research Corp.            R,FRA,,,309266219008.0,US
LAR0.DE,Lam Research Corp.            R,GER,,,308515864576.0,US
LRC2.VI,LAM RESEARCH CORP,VIE,,,308515864576.0,US
1LRCX.MI,LAM RESEARCH,MIL,,,308203225088.0,US
601869.SS,YANGTZE OPTICAL FIBRE AND CABLE,SHH,,,307762364416.0,US
002415.SZ,HANGZHOU HIKVISION DIGITAL TECH,SHZ,,,303540535296.0,US
K1SG34.SA,KEYSIGHT TECDRN,SAO,,,307282083840.0,US
0015G0.KQ,Green Optics,KOE,,,303095808000.0,US
688008.SS,MONTAGE TECHNOLOGY CO LTD,SHH,,,303081160704.0,US
AP2.F,APPLIED MATERIALS INC.        R,FRA,,,302762164224.0,US
418550.KQ,JEIO,KOE,,,302678802432.0,US
058970.KQ,EMRO,KOE,,,302502445056.0,US
108860.KQ,SELVAS AI,KOE,,,301439877120.0,US
088800.KQ,Ace Technologies,KOE,,,300688539648.0,US
AP2.DE,APPLIED MATERIALS INC.        R,GER,,,300381339648.0,US
AMAT.VI,APPLIED MATERIALS INC,VIE,,,300063883264.0,US
3107.T,DAIWABO HOLDINGS CO LTD,JPX,,,299851808768.0,US
061970.KQ,LB SEMICON,KOE,,,299731976192.0,US
T1EL34.SA,TE CONNECTIVDRN,SAO,,,299321622528.0,US
049070.KQ,INTOPS,KOE,,,299100766208.0,US
1AMAT.MI,APPLIED MATERIALS,MIL,,,298635395072.0,US
301666.SZ,DAPUSTOR CORPORATION,SHZ,,,296627109888.0,US
445090.KQ,ASICLAND,KOE,,,295709147136.0,US
HEXT.BO,Hexaware Technologies Limited,BSE,,,295251509248.0,US
474650.KQ,LINCSOLUTION,KOE,,,295130791936.0,US
HEXT.NS,HEXAWARE TECHNOLOGIES LTD,NSI,,,295068663808.0,US
SUNNY19.BK,SUNNY19_DR SUNNY#YUANTA,SET,,,294323879936.0,US
190510.KQ,NAMUGA,KOE,,,292161159168.0,US
AMAT.NE,APPLIED MATERIALS CDR (CAD HEDG,NEO,,,481561509888.0,US
084850.KQ,ITM Semiconductor,KOE,,,291297165312.0,US
ZNVD.NE,NVIDIA (NVDA) BMO CDR (CAD HEDG,NEO,,,290888515584.0,US
GEN.PR,GEN DIGITAL INC,PRA,,,290718613504.0,US
203650.KQ,Dream Security,KOE,,,288811188224.0,US
3481.TW,INNOLUX CORPORATION,TAI,,,288115982336.0,US
307180.KQ,IL,KOE,,,287705661440.0,US
3923.T,RAKUS CO LTD,JPX,,,286828560384.0,US
688802.SS,METAX INTEGRATED CIRCUITS SHANG,SHH,,,286211538944.0,US
3529.TWO,EMEMORY TECHNOLOGY INC.,TWO,,,286051205120.0,US
AP20.F,Applied Materials Inc.        R,FRA,,,285127770112.0,US
3034.TW,NOVATEK MICROELECTRONICS,TAI,,,283870593024.0,US
052710.KQ,Amotech,KOE,,,283337261056.0,US
051370.KQ,INTERFLEX,KOE,,,282262405120.0,US
051360.KQ,TOVIS,KOE,,,281499697152.0,US
2313.TW,COMPEQ MANUFACTURING,TAI,,,280673746944.0,US
PTX.F,Palantir Technologies Inc.    R,FRA,,,279047110656.0,US
035600.KQ,KGINICIS,KOE,,,278695575552.0,US
LDOS.MX,LEIDOS HOLDINGS INC,MEX,,,278237446144.0,US
094480.KQ,GalaxiaMoneytree,KOE,,,277354971136.0,US
389020.KQ,Zaram Technology,KOE,,,277038497792.0,US
PTX.DE,Palantir Technologies Inc.    R,GER,,,276553924608.0,US
ITI.BO,ITI LTD.,BSE,,,276386643968.0,US
2379.TW,REALTEK SEMICONDUCTOR CORP,TAI,,,274894585856.0,US
PLTR.VI,PALANTIR TECHNOLOGIES INC-A,VIE,,,276266221568.0,US
STMN34.SA,STMICROEL   DRN,SAO,,,276166115328.0,US
ITI.NS,ITI LTD,NSI,,,276097794048.0,US
1PLTR.MI,PALANTIR TECHNOLOGIES,MIL,,,276074463232.0,US
060720.KQ,KH VATEC,KOE,,,275908788224.0,US
TLSY.TA,TELSYS LTD,TLV,,,2755611904.0,US
TXN,Texas Instruments Incorporated,NMS,,,275512393728.0,US
432720.KQ,QUALITAS,KOE,,,273819451392.0,US
